target_price,area,floorRange,noOfUnits,typeOfSale,district,typeOfArea,street,project,marketSegment,contract_date_dt,days_since_1st_trans,age_bin,tenure_bin,latitude,longitude
945000,80.0,Floor 06-10,1,3,27,Strata,CANBERRA DRIVE,EIGHT COURTYARDS,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.438788976699242,103.83104275841204
1155000,112.0,Floor 01-05,1,3,23,Strata,CHOA CHU KANG LOOP,THE WARREN,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3865270993765182,103.74334198431248
948000,99.0,Floor 01-05,1,3,23,Strata,CHOA CHU KANG LOOP,THE WARREN,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3865270993765182,103.74334198431248
965000,99.0,Floor 01-05,1,3,23,Strata,CHOA CHU KANG LOOP,THE WARREN,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3865270993765182,103.74334198431248
1345000,88.0,Floor 01-05,1,3,19,Strata,KOVAN ROAD,KOVAN RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3610780830618485,103.88525140239527
998000,72.0,Floor 06-10,1,3,19,Strata,COMPASSVALE ROAD,THE LUXURIE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3888619645255549,103.89644750029252
935000,68.0,Floor 01-05,1,3,19,Strata,COMPASSVALE ROAD,THE LUXURIE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3888619645255549,103.89644750029252
1490000,111.0,Floor 06-10,1,3,20,Strata,ANG MO KIO CENTRAL 3,GRANDEUR 8,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.376437298613225,103.84672340509034
1930000,98.0,Floor 36-40,1,2,12,Strata,LORONG 5 TOA PAYOH,GEM RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3393382098846685,103.85122473635838
818000,45.0,Floor 06-10,1,2,12,Strata,LORONG 5 TOA PAYOH,GEM RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3393382098846685,103.85122473635838
1580000,88.0,Floor 06-10,1,2,12,Strata,LORONG 5 TOA PAYOH,GEM RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3393382098846685,103.85122473635838
857000,45.0,Floor 26-30,1,2,12,Strata,LORONG 5 TOA PAYOH,GEM RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3393382098846685,103.85122473635838
1680000,87.0,Floor 31-35,1,2,12,Strata,LORONG 5 TOA PAYOH,GEM RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3393382098846685,103.85122473635838
1530000,160.0,Floor 01-05,1,3,19,Strata,COMPASSVALE ROAD,THE LUXURIE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3888619645255549,103.89644750029252
1500000,88.0,Floor 11-15,1,3,14,Strata,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3172278260998425,103.88501590534123
1468000,88.0,Floor 11-15,1,3,14,Strata,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3172278260998425,103.88501590534123
1240000,117.0,Floor 06-10,1,3,22,Strata,CORPORATION ROAD,PARC VISTA,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3447771008029061,103.71700553481551
1500000,189.0,Floor 11-15,1,3,22,Strata,CORPORATION ROAD,PARC VISTA,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3447771008029061,103.71700553481551
2600000,167.0,Floor 01-05,1,3,19,Strata,KOVAN ROAD,KOVAN RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3610780830618485,103.88525140239527
1850000,116.0,Floor 06-10,1,3,5,Strata,WEST COAST PARK,BOTANNIA,OCR,2022-05-01,0,"(79.8, 99.5]",956 yrs,1.3187335610612183,103.75462194912517
1460000,88.0,Floor 06-10,1,3,14,Strata,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3172278260998425,103.88501590534123
985000,68.0,Floor 21-25,1,3,23,Strata,PETIR ROAD,FORESQUE RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3692616858396793,103.77649888786523
1330000,82.0,Floor 11-15,1,3,19,Strata,KOVAN ROAD,KOVAN RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3610780830618485,103.88525140239527
1332800,83.0,Floor 06-10,1,3,19,Strata,KOVAN ROAD,KOVAN RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3610780830618485,103.88525140239527
3150000,176.0,Floor 06-10,1,3,15,Strata,TANJONG RHU ROAD,PEBBLE BAY,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2980890246016448,103.87104933330444
1950000,121.0,Floor 06-10,1,3,15,Strata,TANJONG RHU ROAD,PEBBLE BAY,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2980890246016448,103.87104933330444
1055000,89.0,Floor 01-05,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
1580000,81.0,Floor 11-15,1,3,15,Strata,AMBER ROAD,THE SHORE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",103 yrs,1.303365144761378,103.90197413029198
2180000,120.0,Floor 01-05,1,3,15,Strata,AMBER ROAD,THE SHORE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",103 yrs,1.303365144761378,103.90197413029198
980000,55.0,Floor 06-10,1,3,15,Strata,AMBER ROAD,THE SHORE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",103 yrs,1.303365144761378,103.90197413029198
2500000,128.0,Floor 16-20,1,3,15,Strata,AMBER ROAD,THE SHORE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",103 yrs,1.303365144761378,103.90197413029198
1810000,98.0,Floor 06-10,1,3,15,Strata,AMBER ROAD,THE SHORE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",103 yrs,1.303365144761378,103.90197413029198
950000,55.0,Floor 01-05,1,3,15,Strata,AMBER ROAD,THE SHORE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",103 yrs,1.303365144761378,103.90197413029198
740000,52.0,Floor 01-05,1,3,14,Strata,JALAN EUNOS,EUHABITAT,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3275838505606163,103.9074288852449
1250000,79.0,Floor 01-05,1,3,13,Strata,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3410912750446702,103.88145756437615
768000,46.0,Floor 16-20,1,3,13,Strata,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3410912750446702,103.88145756437615
745000,46.0,Floor 01-05,1,3,13,Strata,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3410912750446702,103.88145756437615
2167000,117.0,Floor 26-30,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1395000,108.0,Floor 06-10,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
1438000,111.0,Floor 06-10,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
1360000,105.0,Floor 01-05,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
1480000,107.0,Floor 11-15,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
1380000,108.0,Floor 06-10,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
670000,49.0,Floor 01-05,1,3,14,Strata,JALAN EUNOS,EUHABITAT,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3275838505606163,103.9074288852449
1550000,169.0,Floor 01-05,1,3,27,Strata,CANBERRA DRIVE,YISHUN SAPPHIRE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.4401841406568319,103.8305722683071
1120000,84.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,SEA ESTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3781221764223817,103.96023426564193
938000,62.0,Floor 11-15,1,3,5,Strata,WEST COAST CRESCENT,SEAHILL,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2989145936878803,103.76445303124956
720000,46.0,Floor 01-05,1,3,5,Strata,WEST COAST CRESCENT,SEAHILL,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2989145936878803,103.76445303124956
1350000,112.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,SEA ESTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3781221764223817,103.96023426564193
2630000,178.0,Floor 01-05,1,3,5,Strata,WEST COAST ROAD,CLEMENTIWOODS CONDOMINIUM,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2967373466317613,103.76819367598495
1300000,80.0,Floor 16-20,1,3,5,Strata,WEST COAST CRESCENT,SEAHILL,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2989145936878803,103.76445303124956
1470000,106.0,Floor 06-10,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
1788888,107.0,Floor 06-10,1,3,13,Strata,WOODLEIGH CLOSE,8@WOODLEIGH,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.336408254548572,103.86975047480078
700000,46.0,Floor 11-15,1,3,13,Strata,WOODLEIGH CLOSE,8@WOODLEIGH,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.336408254548572,103.86975047480078
805000,47.0,Floor 21-25,1,2,28,Strata,FERNVALE STREET,PARC BOTANNIA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.397993195752828,103.87526975834919
1860000,125.0,Floor 06-10,1,3,23,Strata,HILLVIEW AVENUE,MERAWOODS,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.3562871428985748,103.7597837602923
1080000,76.0,Floor 01-05,1,3,14,Strata,JALAN EUNOS,EUHABITAT,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3275838505606163,103.9074288852449
1890000,129.0,Floor 01-05,1,3,4,Strata,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2703680539766609,103.8247119416636
1580000,108.0,Floor 01-05,1,3,4,Strata,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2703680539766609,103.8247119416636
4302000,222.0,Floor 01-05,1,3,4,Strata,COVE DRIVE,MARINA COLLECTION,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2442017325163561,103.83981225854374
2109000,117.0,Floor 16-20,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2189000,117.0,Floor 26-30,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1860000,117.0,Floor 06-10,1,3,5,Strata,WEST COAST PARK,BOTANNIA,OCR,2022-05-01,0,"(79.8, 99.5]",956 yrs,1.3187335610612183,103.75462194912517
988000,100.0,Floor 01-05,1,3,28,Strata,SUNRISE AVENUE,SUNRISE GARDENS,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3899988628032343,103.85728849356833
1600000,114.0,Floor 06-10,1,3,19,Strata,KOVAN ROAD,KOVAN MELODY,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3603566647217986,103.8836370166714
1508000,114.0,Floor 01-05,1,3,19,Strata,KOVAN ROAD,KOVAN MELODY,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3603566647217986,103.8836370166714
1650000,116.0,Floor 06-10,1,3,19,Strata,KOVAN ROAD,KOVAN MELODY,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3603566647217986,103.8836370166714
1408000,97.0,Floor 11-15,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
768000,51.0,Floor 11-15,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
1738888,125.0,Floor 11-15,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
1735000,110.0,Floor 31-35,1,3,3,Strata,STIRLING ROAD,QUEENS,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.29267425403127,103.80666324335687
1650000,110.0,Floor 11-15,1,3,3,Strata,STIRLING ROAD,QUEENS,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.29267425403127,103.80666324335687
1700000,111.0,Floor 11-15,1,3,3,Strata,STIRLING ROAD,QUEENS,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.29267425403127,103.80666324335687
905000,74.0,Floor 01-05,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
935000,74.0,Floor 06-10,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
2700000,249.0,Floor 16-20,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
2700000,255.0,Floor 16-20,1,3,20,Strata,PEMIMPIN DRIVE,SEASONS VIEW,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3521703128454758,103.84096637602696
2910000,182.0,Floor 11-15,1,3,21,Strata,PINE GROVE,CAVENDISH PARK,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.316695863892564,103.77599440397435
1318000,144.0,Floor 11-15,1,3,18,Strata,ELIAS GREEN,ELIAS GREEN,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3719419889324036,103.94182405611295
2030000,117.0,Floor 01-05,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1208888,71.0,Floor 11-15,1,3,13,Strata,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3410912750446702,103.88145756437615
2620000,126.0,Floor 01-05,1,3,4,Strata,KEPPEL BAY DRIVE,CORALS AT KEPPEL BAY,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.266382684175158,103.81706844553605
1280000,103.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,SEASTRAND,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3755605509020774,103.96107272475818
1300000,103.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,SEASTRAND,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3755605509020774,103.96107272475818
4150000,226.0,Floor 01-05,1,3,15,Strata,TANJONG RHU ROAD,CAMELOT BY-THE-WATER,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2976912554151645,103.87584688669419
660000,55.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,SEASTRAND,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3755605509020774,103.96107272475818
1388000,138.0,Floor 06-10,1,3,23,Strata,HILLVIEW AVENUE,HILLTOP GROVE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3571485135381582,103.75829443322478
3150000,151.0,Floor 41-45,1,3,1,Strata,CENTRAL BOULEVARD,MARINA BAY SUITES,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2803449800408624,103.85214327765979
2000000,121.0,Floor 06-10,1,3,4,Strata,KEPPEL BAY VIEW,REFLECTIONS AT KEPPEL BAY,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2671449928930936,103.81100230063198
19000000,769.0,Floor 21-25,1,3,4,Strata,KEPPEL BAY VIEW,REFLECTIONS AT KEPPEL BAY,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2671449928930936,103.81100230063198
1438000,121.0,Floor 11-15,1,3,27,Strata,YISHUN AVENUE 1,THE ESTUARY,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.411048263337103,103.8325132450678
1600000,83.0,Floor 06-10,1,3,4,Strata,KEPPEL BAY VIEW,REFLECTIONS AT KEPPEL BAY,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2671449928930936,103.81100230063198
1050000,92.0,Floor 01-05,1,3,23,Strata,PHOENIX ROAD,HILLSTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3769650257966224,103.75636513326762
700000,53.0,Floor 11-15,1,3,23,Strata,PHOENIX ROAD,HILLSTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3769650257966224,103.75636513326762
1720000,118.0,Floor 11-15,1,3,20,Strata,BRIGHT HILL DRIVE,BISHAN POINT,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3596593848152805,103.83269196696399
2120000,113.0,Floor 26-30,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
1180000,87.0,Floor 06-10,1,3,16,Strata,BAYSHORE ROAD,BAYSHORE PARK,OCR,2022-05-01,0,"(40.4, 60.1]",99 yrs,1.3107719329792031,103.93797790760594
2500000,126.0,Floor 26-30,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
760000,58.0,Floor 01-05,1,3,23,Strata,PHOENIX ROAD,HILLSTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3769650257966224,103.75636513326762
1720000,78.0,Floor 26-30,1,3,3,Strata,DUNDEE ROAD,QUEENS PEAK,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.294336667488726,103.80702012733846
3730000,193.0,Floor 21-25,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
2960000,159.0,Floor 11-15,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
1408000,72.0,Floor 11-15,1,3,3,Strata,DUNDEE ROAD,QUEENS PEAK,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.294336667488726,103.80702012733846
999888,88.0,Floor 06-10,1,3,19,Strata,EDGEDALE PLAINS,RIVER ISLES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3970455925093976,103.91371813155966
1338888,110.0,Floor 06-10,1,3,19,Strata,EDGEDALE PLAINS,RIVER ISLES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3970455925093976,103.91371813155966
1330000,116.0,Floor 01-05,1,3,19,Strata,EDGEDALE PLAINS,RIVER ISLES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3970455925093976,103.91371813155966
1665000,69.0,Floor 06-10,1,3,3,Strata,KIM TIAN ROAD,HIGHLINE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2840138869086206,103.82975664254391
1638000,107.0,Floor 01-05,1,3,5,Strata,WEST COAST WAY,CARABELLE,OCR,2022-05-01,0,"(79.8, 99.5]",956 yrs,1.3172517267545043,103.75626041175792
1818888,120.0,Floor 01-05,1,3,5,Strata,WEST COAST WAY,CARABELLE,OCR,2022-05-01,0,"(79.8, 99.5]",956 yrs,1.3172517267545043,103.75626041175792
1051000,89.0,Floor 06-10,1,3,27,Strata,CANBERRA DRIVE,EIGHT COURTYARDS,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.438788976699242,103.83104275841204
1568000,127.0,Floor 01-05,1,3,18,Strata,SIMEI STREET 4,DOUBLE BAY RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.340706375178139,103.95623977164756
1550000,180.0,Floor 01-05,1,3,16,Strata,EASTWOOD ROAD,FAIRMOUNT CONDOMINIUM,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3209884192320394,103.95588211994176
1468000,92.0,Floor 06-10,1,3,23,Strata,HILLVIEW AVENUE,HILLINGTON GREEN,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.3603444064304366,103.76451501410982
1490000,73.0,Floor 31-35,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
1172000,99.0,Floor 01-05,1,3,18,Strata,PASIR RIS LINK,RIPPLE BAY,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3772798784267661,103.96099513407171
1068000,47.0,Floor 06-10,1,3,3,Strata,KIM TIAN ROAD,HIGHLINE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2840138869086206,103.82975664254391
1930000,126.0,Floor 06-10,1,3,23,Strata,HILLVIEW AVENUE,HILLINGTON GREEN,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.3603444064304366,103.76451501410982
1150000,76.0,Floor 01-05,1,3,5,Strata,WEST COAST CRESCENT,THE VISION,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2983155629093148,103.76492826974369
2200000,136.0,Floor 06-10,1,3,4,Strata,DEPOT ROAD,THE INTERLACE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.282201354238727,103.803023755865
1470000,112.0,Floor 16-20,1,3,23,Strata,PHOENIX ROAD,HILLSTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3769650257966224,103.75636513326762
670000,50.0,Floor 16-20,1,3,23,Strata,PHOENIX ROAD,HILLSTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3769650257966224,103.75636513326762
680000,53.0,Floor 06-10,1,3,23,Strata,PHOENIX ROAD,HILLSTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3769650257966224,103.75636513326762
2880000,148.0,Floor 21-25,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
1500000,111.0,Floor 01-05,1,3,20,Strata,BISHAN STREET 21,RAFFLESIA CONDOMINIUM,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.347704452110314,103.8430217606298
2380000,179.0,Floor 01-05,1,3,23,Strata,HILLVIEW AVENUE,HILLINGTON GREEN,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.3603444064304366,103.76451501410982
4360000,228.0,Floor 06-10,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
1200000,85.0,Floor 06-10,1,3,20,Strata,BISHAN STREET 21,RAFFLESIA CONDOMINIUM,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.347704452110314,103.8430217606298
1780000,123.0,Floor 16-20,1,3,20,Strata,BISHAN STREET 21,RAFFLESIA CONDOMINIUM,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.347704452110314,103.8430217606298
990000,79.0,Floor 01-05,1,3,23,Strata,PHOENIX ROAD,HILLSTA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3769650257966224,103.75636513326762
2400000,248.0,Floor 11-15,1,3,18,Strata,PASIR RIS LINK,RIPPLE BAY,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3772798784267661,103.96099513407171
1430000,123.0,Floor 01-05,1,3,18,Strata,SIMEI STREET 4,DOUBLE BAY RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.340706375178139,103.95623977164756
1200000,101.0,Floor 01-05,1,3,27,Strata,CANBERRA DRIVE,EIGHT COURTYARDS,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.438788976699242,103.83104275841204
1180000,101.0,Floor 01-05,1,3,27,Strata,CANBERRA DRIVE,EIGHT COURTYARDS,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.438788976699242,103.83104275841204
1689000,59.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
2077000,91.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
2221000,103.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
2332000,103.0,Floor 11-15,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
2271000,103.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1536000,65.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1709000,80.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1963000,87.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1857000,91.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1451000,65.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
